taxon	sequenceID	species	species_and_gene_id	species_superorder	species_order	species_family	species_genus	gene_id	glycosylation_o1	glycosylation_o2	glycosylation_o3	glycosylation_o4	glycosylation_o5	glycosylation_o6
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-b/XM_012730587	XM_012730587	Condylura cristata	XM_012730587/Condylura cristata	Laurasiatheria	Insectivora	Talpidae	Condylura	Placental2_Eulipotyphyla-9	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-b/XM_012775211	XM_012775211	Microcebus murinus	XM_012775211/Microcebus murinus	Euarchontoglires	Primates	Cheirogaleidae	Microcebus	Placental1_Strepsirhine-4	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-b/XM_012775213	XM_012775213	Microcebus murinus	XM_012775213/Microcebus murinus	Euarchontoglires	Primates	Cheirogaleidae	Microcebus	Placental2_Strepsirhine-4	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-b/XM_013077381	XM_013077381	Heterocephalus glaber	XM_013077381/Heterocephalus glaber	Euarchontoglires	Rodentia	Bathyergidae	Heterocephalus	Placental2_Rodent-2.1	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-a/XM_013522287	XM_013522287	Chinchilla lanigera	XM_013522287/Chinchilla lanigera	Euarchontoglires	Rodentia	Chinchillidae	Chinchilla	Placental1	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-a/XM_013990503	XM_013990503	Sus scrofa	XM_013990503/Sus scrofa	Laurasiatheria	Unclassified	Suidae	Sus	Placental1	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-b/XM_014117025	XM_014117025	Canis lupus	XM_014117025/Canis lupus	Laurasiatheria	Carnivora	Canidae	Canis	Placental1_Carnivore-11	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-a/XM_014541702	XM_014541702	Myotis brandtii	XM_014541702/Myotis brandtii	Laurasiatheria	Chiroptera	Vespertilionidae	Myotis	Placental1	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-refseqs/XM_014607441	XM_014607441	Alligator mississippiensis	XM_014607441/Alligator mississippiensis	Unclassified	Crocodylia	Alligatoridae	Alligator	Crocodylia	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-b/XM_014732932	XM_014732932	Equus caballus	XM_014732932/Equus caballus	Laurasiatheria	Perissodactyla	Equidae	Equus	Placental1_Perissodactyl-13	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-b/XM_014832969	XM_014832969	Equus asinus	XM_014832969/Equus asinus	Laurasiatheria	Perissodactyla	Equidae	Equus	Placental1_RTG-14	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-a/XM_015123824	XM_015123824	Macaca mulatta	XM_015123824/Macaca mulatta	Euarchontoglires	Primates	Cercopithecidae	Macaca	Placental1	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-b/XM_015557658	XM_015557658	Myotis davidii	XM_015557658/Myotis davidii	Laurasiatheria	Chiroptera	Vespertilionidae	Myotis	Placental2_Chiroptera-6.1	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-a/XM_016165225	XM_016165225	Rousettus aegyptiacus	XM_016165225/Rousettus aegyptiacus	Laurasiatheria	Chiroptera	Pteropodidae	Rousettus	Placental1	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-b/XM_016165226	XM_016165226	Rousettus aegyptiacus	XM_016165226/Rousettus aegyptiacus	Laurasiatheria	Chiroptera	Pteropodidae	Rousettus	Placental2_Chiroptera-6.1	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-b/XM_016166771	XM_016166771	Rousettus aegyptiacus	XM_016166771/Rousettus aegyptiacus	Laurasiatheria	Chiroptera	Pteropodidae	Rousettus	Placental2_Chiroptera-6.1	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-b/XM_016166772	XM_016166772	Rousettus aegyptiacus	XM_016166772/Rousettus aegyptiacus	Laurasiatheria	Chiroptera	Pteropodidae	Rousettus	Placental1_Chiroptera-6.2	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-a/XM_016209132	XM_016209132	Miniopterus natalensis	XM_016209132/Miniopterus natalensis	Laurasiatheria	Chiroptera	Vespertilionidae	Miniopterus	Placental1	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-b/XM_016209154	XM_016209154	Miniopterus natalensis	XM_016209154/Miniopterus natalensis	Laurasiatheria	Chiroptera	Vespertilionidae	Miniopterus	Placental2_Chiroptera-6.1	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-b/XM_016209155	XM_016209155	Miniopterus natalensis	XM_016209155/Miniopterus natalensis	Laurasiatheria	Chiroptera	Vespertilionidae	Miniopterus	Placental2_Chiroptera-6.1	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-b/XM_016209156	XM_016209156	Miniopterus natalensis	XM_016209156/Miniopterus natalensis	Laurasiatheria	Chiroptera	Vespertilionidae	Miniopterus	Placental2_Chiroptera-6.1	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-b/XM_016947939	XM_016947939	Pan troglodytes	XM_016947939/Pan troglodytes	Euarchontoglires	Primates	Hominidae	Pan	Placental2_Haplorhine-1.1	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-b/XM_017503063	XM_017503063	Cebus capucinus	XM_017503063/Cebus capucinus	Euarchontoglires	Primates	Cebidae	Cebus	Placental1_Haplorhine-1.1	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-b/XM_017503064	XM_017503064	Cebus imitator	XM_017503064/Cebus imitator	Euarchontoglires	Primates	Cebidae	Cebus	Placental2_Haplorhine-1.2	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-a/XM_017503065	XM_017503065	Cebus capucinus	XM_017503065/Cebus capucinus	Euarchontoglires	Primates	Cebidae	Cebus	Placental1	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-a/XM_017503067	XM_017503067	Cebus capucinus imitator	XM_017503067/Cebus capucinus imitator	Euarchontoglires	Primates	Cebidae	Cebus	Placental1	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-b/XM_017651898	XM_017651898	Manis javanica	XM_017651898/Manis javanica	Laurasiatheria	Pholidota	Manidae	Manis	Placental1_RTG-14	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-b/XM_017656413	XM_017656413	Manis javanica	XM_017656413/Manis javanica	Laurasiatheria	Pholidota	Manidae	Manis	Placental1_Manis-12	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-b/XM_017803384	XM_017803384	Nannospalax galili	XM_017803384/Nannospalax galili	Euarchontoglires	Rodentia	Spalacidae	Nannospalax	Placental2_Rodent-2.2	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-b/XM_017887367	XM_017887367	Rhinopithecus bieti	XM_017887367/Rhinopithecus bieti	Euarchontoglires	Primates	Cercopithecidae	Rhinopithecus	Placental2_Haplorhine-1.1	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-b/XM_017967394	XM_017967394	Callithrix jacchus	XM_017967394/Callithrix jacchus	Euarchontoglires	Primates	Cebidae	Callithrix	Placental2_Haplorhine-1.2	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-b/XM_018063174	XM_018063174	Capra hircus	XM_018063174/Capra hircus	Laurasiatheria	Unclassified	Bovidae	Capra	Placental2_Cetartiodactyla-7	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-b/XM_018063271	XM_018063271	Capra hircus	XM_018063271/Capra hircus	Laurasiatheria	Unclassified	Bovidae	Capra	Placental2_Cetartiodactyla-7	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-b/XM_019014911	XM_019014911	Gorilla gorilla gorilla	XM_019014911/Gorilla gorilla gorilla	Euarchontoglires	Primates	Hominidae	Gorilla	Placental2_Haplorhine-1.1	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-a/XM_019431940	XM_019431940	Panthera pardus	XM_019431940/Panthera pardus	Laurasiatheria	Carnivora	Felidae	Panthera	Placental1	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-a/XM_019431989	XM_019431989	Panthera pardus	XM_019431989/Panthera pardus	Laurasiatheria	Carnivora	Felidae	Panthera	Placental1	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-a/XM_019431990	XM_019431990	Panthera pardus	XM_019431990/Panthera pardus	Laurasiatheria	Carnivora	Felidae	Panthera	Placental1	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-a/XM_019666267	XM_019666267	Hipposideros armiger	XM_019666267/Hipposideros armiger	Laurasiatheria	Chiroptera	Hipposideridae	Hipposideros	Placental1	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-a/XM_019666268	XM_019666268	Hipposideros armiger	XM_019666268/Hipposideros armiger	Laurasiatheria	Chiroptera	Hipposideridae	Hipposideros	Placental1	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-b/XM_020156959	XM_020156959	Castor canadensis	XM_020156959/Castor canadensis	Euarchontoglires	Rodentia	Castoridae	Castor	Placental2_Rodent-2.1	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-a/XM_020156960	XM_020156960	Castor canadensis	XM_020156960/Castor canadensis	Euarchontoglires	Rodentia	Castoridae	Castor	Placental1	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-b/XM_021168771	XM_021168771	Mus caroli	XM_021168771/Mus caroli	Euarchontoglires	Rodentia	Muridae	Mus	Placental2_Rodent-2.2	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-b/XM_021210483	XM_021210483	Mus pahari	XM_021210483/Mus pahari	Euarchontoglires	Rodentia	Muridae	Mus	Placental1_Rodent-2.2	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-a/XM_021239619	XM_021239619	Heterocephalus glaber	XM_021239619/Heterocephalus glaber	Euarchontoglires	Rodentia	Bathyergidae	Heterocephalus	Placental1	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-a/XM_021239678	XM_021239678	Heterocephalus glaber	XM_021239678/Heterocephalus glaber	Euarchontoglires	Rodentia	Bathyergidae	Heterocephalus	Placental1	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-a/XM_021700959	XM_021700959	Neomonachus schauinslandi	XM_021700959/Neomonachus schauinslandi	Laurasiatheria	Carnivora	Phocidae	Monachus	Placental1	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-a/XM_021931090	XM_021931090	Papio anubis	XM_021931090/Papio anubis	Euarchontoglires	Primates	Cercopithecidae	Papio	Placental1	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-a/XM_022525015	XM_022525015	Enhydra lutris kenyoni	XM_022525015/Enhydra lutris kenyoni	Laurasiatheria	Carnivora	Mustelidae	Enhydra	Placental1	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-b/XM_023626728	XM_023626728	Equus caballus	XM_023626728/Equus caballus	Laurasiatheria	Perissodactyla	Equidae	Equus	Placental1_RTG-14	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-b/XM_023651251	XM_023651251	Equus caballus	XM_023651251/Equus caballus	Laurasiatheria	Perissodactyla	Equidae	Equus	Placental2_Perissodactyl-8	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-a/XM_023760558	XM_023760558	Myotis lucifugus	XM_023760558/Myotis lucifugus	Laurasiatheria	Chiroptera	Vespertilionidae	Myotis	Placental1	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-b/XM_023760578	XM_023760578	Myotis lucifugus	XM_023760578/Myotis lucifugus	Laurasiatheria	Chiroptera	Vespertilionidae	Myotis	Placental2_Chiroptera-6.1	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-b/XM_024237432	XM_024237432	Pongo abelii	XM_024237432/Pongo abelii	Euarchontoglires	Primates	Hominidae	Pongo	Placental2_Haplorhine-1.1	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-b/XM_024351462	XM_024351462	Pan troglodytes	XM_024351462/Pan troglodytes	Euarchontoglires	Primates	Hominidae	Pan	Placental2_Haplorhine-1.1	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-b/XM_024577417	XM_024577417	Desmodus rotundus	XM_024577417/Desmodus rotundus	Laurasiatheria	Chiroptera	Phyllostomidae	Desmodus	Placental2_Chiroptera-6.1	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-b/XM_024577418	XM_024577418	Desmodus rotundus	XM_024577418/Desmodus rotundus	Laurasiatheria	Chiroptera	Phyllostomidae	Desmodus	Placental2_Chiroptera-6.1	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-a/XM_024577451	XM_024577451	Desmodus rotundus	XM_024577451/Desmodus rotundus	Laurasiatheria	Chiroptera	Phyllostomidae	Desmodus	Placental1	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-refseqs/XM_025186888	XM_025186888	Pelodiscus sinensis	XM_025186888/Pelodiscus sinensis	Unclassified	Testudines	Trionychidae	Pelodiscus	Testudines	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-refseqs/XM_025202241	XM_025202241	Alligator sinensis	XM_025202241/Alligator sinensis	Unclassified	Crocodylia	Alligatoridae	Alligator	Crocodylia	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-b/XM_025268342	XM_025268342	Bubalus bubalis	XM_025268342/Bubalus bubalis	Laurasiatheria	Unclassified	Bovidae	Bubalus	Placental2_Cetartiodactyla-7	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-b/XM_025367960	XM_025367960	Theropithecus gelada	XM_025367960/Theropithecus gelada	Euarchontoglires	Primates	Cercopithecidae	Theropithecus	Placental2_Haplorhine-1.1	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-b/XM_025368308	XM_025368308	Theropithecus gelada	XM_025368308/Theropithecus gelada	Euarchontoglires	Primates	Cercopithecidae	Theropithecus	Placental2_Haplorhine-1.1	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-refseqs/XM_026688830	XM_026688830	Notechis scutatus	XM_026688830/Notechis scutatus	Lepidosauria	Squamata	Elapidae	Notechis	Serpentes	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-a/XM_027765624	XM_027765624	Tree shrew	XM_027765624/Tree shrew	Euarchontoglires	Scandentia	Tupaiidae	Tupaia	Placental1	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-a/XM_027855301	XM_027855301	Vombatus ursinus	XM_027855301/Vombatus ursinus	Unclassified	Diprotodontia	Vombatidae	Vombatus	Placental1	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-a/XM_028165945	XM_028165945	Balaenoptera acutorostrata scammoni	XM_028165945/Balaenoptera acutorostrata scammoni	Laurasiatheria	Cetacea	Balaenopteridae	Balaenoptera	Placental1	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-b/XM_028165960	XM_028165960	Balaenoptera acutorostrata	XM_028165960/Balaenoptera acutorostrata	Laurasiatheria	Cetacea	Balaenopteridae	Balaenoptera	Placental1_Cetartiodactyla-ND3	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-b/XM_028529999	XM_028529999	Phyllostomus discolor	XM_028529999/Phyllostomus discolor	Laurasiatheria	Chiroptera	Phyllostomidae	Phyllostomus	Placental1_Chiroptera-6.2	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-b/XM_028530311	XM_028530311	Phyllostomus discolor	XM_028530311/Phyllostomus discolor	Laurasiatheria	Chiroptera	Phyllostomidae	Phyllostomus	Placental1_Chiroptera-6.2	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-a/XM_028839087	XM_028839087	Macaca mulatta	XM_028839087/Macaca mulatta	Euarchontoglires	Primates	Cercopithecidae	Macaca	Placental1	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-b/XM_028859190	XM_028859190	Peromyscus leucopus	XM_028859190/Peromyscus leucopus	Euarchontoglires	Rodentia	Cricetidae	Peromyscus	Placental1_Rodent-2.2	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-b/XM_029924289	XM_029924289	Suricata suricatta	XM_029924289/Suricata suricatta	Laurasiatheria	Carnivora	Herpestidae	Suricata	Placental2_Carnivore-10	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-b/XM_030796492	XM_030796492	Nomascus leucogenys	XM_030796492/Nomascus leucogenys	Euarchontoglires	Primates	Hylobatidae	Nomascus	Placental2_Haplorhine-1.1	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-b/XM_032273584	XM_032273584	Sapajus apella	XM_032273584/Sapajus apella	Euarchontoglires	Primates	Cebidae	Sapajus	Placental2_Haplorhine-1.2	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-b/XM_032326013	XM_032326013	Mustela erminea	XM_032326013/Mustela erminea	Laurasiatheria	Carnivora	Mustelidae	Mustela	Placental2_Carnivore-10	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-b/XM_032850864	XM_032850864	Lontra canadensis	XM_032850864/Lontra canadensis	Laurasiatheria	Carnivora	Mustelidae	Lontra	Placental2_Carnivore-10	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-b/XM_033226159	XM_033226159	Trachypithecus francoisi	XM_033226159/Trachypithecus francoisi	Euarchontoglires	Primates	Cercopithecidae	Trachypithecus	Placental2_Haplorhine-1.1	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-b/XM_036323965	XM_036323965	Myotis myotis	XM_036323965/Myotis myotis	Laurasiatheria	Chiroptera	Vespertilionidae	Myotis	Placental2_Chiroptera-6.1	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-b/XM_036324441	XM_036324441	Myotis myotis	XM_036324441/Myotis myotis	Laurasiatheria	Chiroptera	Vespertilionidae	Myotis	Placental2_Chiroptera-6.1	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-b/XM_036345646	XM_036345646	Myotis myotis	XM_036345646/Myotis myotis	Laurasiatheria	Chiroptera	Vespertilionidae	Myotis	Placental2_Chiroptera-6.1	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-b/XM_036346724	XM_036346724	Myotis myotis	XM_036346724/Myotis myotis	Laurasiatheria	Chiroptera	Vespertilionidae	Myotis	Placental2_Chiroptera-6.1	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-b/XM_036346728	XM_036346728	Myotis myotis	XM_036346728/Myotis myotis	Laurasiatheria	Chiroptera	Vespertilionidae	Myotis	Placental2_Chiroptera-6.1	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-b/XM_036346847	XM_036346847	Myotis myotis	XM_036346847/Myotis myotis	Laurasiatheria	Chiroptera	Vespertilionidae	Myotis	Placental2_Chiroptera-6.1	-	-	-	-	-	-
alignment/AL_TREE_IFNL_ROOT/member/ncbi-curated-mammalia-b/XM_036346877	XM_036346877	Myotis myotis	XM_036346877/Myotis myotis	Laurasiatheria	Chiroptera	Vespertilionidae	Myotis	Placental2_Chiroptera-6.1	-	-	-	-	-	-
